episode_number,episode_name,description,air_date
2812,"Taarak Mehta Ka Ooltah Chashmah - Ep 2812 - Full Episode - 5th September, 2019","Official Sony LIV synopsis for Episode 2812: Taarak Mehta Ka Ooltah Chashmah - Ep 2812 - Full Episode - 5th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-05-13
2813,"Taarak Mehta Ka Ooltah Chashmah - Ep 2813 - Full Episode - 6th September, 2019","Official Sony LIV synopsis for Episode 2813: Taarak Mehta Ka Ooltah Chashmah - Ep 2813 - Full Episode - 6th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-06-14
2814,"Taarak Mehta Ka Ooltah Chashmah - Ep 2814 - Full Episode - 9th September, 2019","Official Sony LIV synopsis for Episode 2814: Taarak Mehta Ka Ooltah Chashmah - Ep 2814 - Full Episode - 9th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-07-15
2815,"Taarak Mehta Ka Ooltah Chashmah - Ep 2815 - Full Episode - 10th September, 2019","Official Sony LIV synopsis for Episode 2815: Taarak Mehta Ka Ooltah Chashmah - Ep 2815 - Full Episode - 10th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-08-16
2816,"Taarak Mehta Ka Ooltah Chashmah - Ep 2816 - Full Episode - 11th September, 2019","Official Sony LIV synopsis for Episode 2816: Taarak Mehta Ka Ooltah Chashmah - Ep 2816 - Full Episode - 11th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-09-17
2817,"Taarak Mehta Ka Ooltah Chashmah - Ep 2817 - Full Episode - 12th September, 2019","Official Sony LIV synopsis for Episode 2817: Taarak Mehta Ka Ooltah Chashmah - Ep 2817 - Full Episode - 12th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-10-18
2818,"Taarak Mehta Ka Ooltah Chashmah - Ep 2818 - Full Episode - 13th September, 2019","Official Sony LIV synopsis for Episode 2818: Taarak Mehta Ka Ooltah Chashmah - Ep 2818 - Full Episode - 13th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-11-19
2819,"Taarak Mehta Ka Ooltah Chashmah - Ep 2819 - Full Episode - 16th September, 2019","Official Sony LIV synopsis for Episode 2819: Taarak Mehta Ka Ooltah Chashmah - Ep 2819 - Full Episode - 16th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-12-20
2820,"Taarak Mehta Ka Ooltah Chashmah - Ep 2820 - Full Episode - 17th September, 2019","Official Sony LIV synopsis for Episode 2820: Taarak Mehta Ka Ooltah Chashmah - Ep 2820 - Full Episode - 17th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-01-21
2821,"Taarak Mehta Ka Ooltah Chashmah - Ep 2821 - Full Episode - 18th September, 2019","Official Sony LIV synopsis for Episode 2821: Taarak Mehta Ka Ooltah Chashmah - Ep 2821 - Full Episode - 18th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-02-22
2822,"Taarak Mehta Ka Ooltah Chashmah - Ep 2822 - Full Episode - 19th September, 2019","Official Sony LIV synopsis for Episode 2822: Taarak Mehta Ka Ooltah Chashmah - Ep 2822 - Full Episode - 19th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-03-23
2823,"Taarak Mehta Ka Ooltah Chashmah - Ep 2823 - Full Episode - 20th September, 2019","Official Sony LIV synopsis for Episode 2823: Taarak Mehta Ka Ooltah Chashmah - Ep 2823 - Full Episode - 20th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-04-24
2824,"Taarak Mehta Ka Ooltah Chashmah - Ep 2824 - Full Episode - 23rd September, 2019","Official Sony LIV synopsis for Episode 2824: Taarak Mehta Ka Ooltah Chashmah - Ep 2824 - Full Episode - 23rd September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-05-25
2825,"Taarak Mehta Ka Ooltah Chashmah - Ep 2825 - Full Episode - 24th September, 2019","Official Sony LIV synopsis for Episode 2825: Taarak Mehta Ka Ooltah Chashmah - Ep 2825 - Full Episode - 24th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-06-26
2826,"Taarak Mehta Ka Ooltah Chashmah - Ep 2826 - Full Episode - 25th September, 2019","Official Sony LIV synopsis for Episode 2826: Taarak Mehta Ka Ooltah Chashmah - Ep 2826 - Full Episode - 25th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-07-27
2827,"Taarak Mehta Ka Ooltah Chashmah - Ep 2827 - Full Episode - 26th September, 2019","Official Sony LIV synopsis for Episode 2827: Taarak Mehta Ka Ooltah Chashmah - Ep 2827 - Full Episode - 26th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-08-28
2828,"Taarak Mehta Ka Ooltah Chashmah - Ep 2828 - Full Episode - 27th September, 2019","Official Sony LIV synopsis for Episode 2828: Taarak Mehta Ka Ooltah Chashmah - Ep 2828 - Full Episode - 27th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-09-01
2829,"Taarak Mehta Ka Ooltah Chashmah - Ep 2829 - Full Episode - 30th September, 2019","Official Sony LIV synopsis for Episode 2829: Taarak Mehta Ka Ooltah Chashmah - Ep 2829 - Full Episode - 30th September, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-10-02
2830,"Taarak Mehta Ka Ooltah Chashmah - Ep 2830 - Full Episode - 1st October, 2019","Official Sony LIV synopsis for Episode 2830: Taarak Mehta Ka Ooltah Chashmah - Ep 2830 - Full Episode - 1st October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-11-03
2831,"Taarak Mehta Ka Ooltah Chashmah - Ep 2831 - Full Episode - 2nd October, 2019","Official Sony LIV synopsis for Episode 2831: Taarak Mehta Ka Ooltah Chashmah - Ep 2831 - Full Episode - 2nd October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-12-04
2832,"Taarak Mehta Ka Ooltah Chashmah - Ep 2832 - Full Episode - 3rd October, 2019","Official Sony LIV synopsis for Episode 2832: Taarak Mehta Ka Ooltah Chashmah - Ep 2832 - Full Episode - 3rd October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-01-05
2833,"Taarak Mehta Ka Ooltah Chashmah - Ep 2833 - Full Episode - 4th October, 2019","Official Sony LIV synopsis for Episode 2833: Taarak Mehta Ka Ooltah Chashmah - Ep 2833 - Full Episode - 4th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-02-06
2834,"Taarak Mehta Ka Ooltah Chashmah - Ep 2834 - Full Episode - 7th October, 2019","Official Sony LIV synopsis for Episode 2834: Taarak Mehta Ka Ooltah Chashmah - Ep 2834 - Full Episode - 7th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-03-07
2835,"Taarak Mehta Ka Ooltah Chashmah - Ep 2835 - Full Episode - 8th October, 2019","Official Sony LIV synopsis for Episode 2835: Taarak Mehta Ka Ooltah Chashmah - Ep 2835 - Full Episode - 8th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-04-08
2836,"Taarak Mehta Ka Ooltah Chashmah - Ep 2836 - Full Episode - 9th October, 2019","Official Sony LIV synopsis for Episode 2836: Taarak Mehta Ka Ooltah Chashmah - Ep 2836 - Full Episode - 9th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-05-09
2837,"Taarak Mehta Ka Ooltah Chashmah - Ep 2837 - Full Episode - 10th October, 2019","Official Sony LIV synopsis for Episode 2837: Taarak Mehta Ka Ooltah Chashmah - Ep 2837 - Full Episode - 10th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-06-10
2838,"Taarak Mehta Ka Ooltah Chashmah - Ep 2838 - Full Episode - 11th October, 2019","Official Sony LIV synopsis for Episode 2838: Taarak Mehta Ka Ooltah Chashmah - Ep 2838 - Full Episode - 11th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-07-11
2839,"Taarak Mehta Ka Ooltah Chashmah - Ep 2839 - Full Episode - 14th October, 2019","Official Sony LIV synopsis for Episode 2839: Taarak Mehta Ka Ooltah Chashmah - Ep 2839 - Full Episode - 14th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-08-12
2840,"Taarak Mehta Ka Ooltah Chashmah - Ep 2840 - Full Episode - 15th October, 2019","Official Sony LIV synopsis for Episode 2840: Taarak Mehta Ka Ooltah Chashmah - Ep 2840 - Full Episode - 15th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-09-13
2841,"Taarak Mehta Ka Ooltah Chashmah - Ep 2841 - Full Episode - 16th October, 2019","Official Sony LIV synopsis for Episode 2841: Taarak Mehta Ka Ooltah Chashmah - Ep 2841 - Full Episode - 16th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-10-14
2842,"Taarak Mehta Ka Ooltah Chashmah - Ep 2842 - Full Episode - 17th October, 2019","Official Sony LIV synopsis for Episode 2842: Taarak Mehta Ka Ooltah Chashmah - Ep 2842 - Full Episode - 17th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-11-15
2843,"Taarak Mehta Ka Ooltah Chashmah - Ep 2843 - Full Episode - 18th October, 2019","Official Sony LIV synopsis for Episode 2843: Taarak Mehta Ka Ooltah Chashmah - Ep 2843 - Full Episode - 18th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-12-16
2844,"Taarak Mehta Ka Ooltah Chashmah - Ep 2844 - Full Episode - 21st October, 2019","Official Sony LIV synopsis for Episode 2844: Taarak Mehta Ka Ooltah Chashmah - Ep 2844 - Full Episode - 21st October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-01-17
2845,"Taarak Mehta Ka Ooltah Chashmah - Ep 2845 - Full Episode - 22nd October, 2019","Official Sony LIV synopsis for Episode 2845: Taarak Mehta Ka Ooltah Chashmah - Ep 2845 - Full Episode - 22nd October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-02-18
2846,"Taarak Mehta Ka Ooltah Chashmah - Ep 2846 - Full Episode - 23rd October, 2019","Official Sony LIV synopsis for Episode 2846: Taarak Mehta Ka Ooltah Chashmah - Ep 2846 - Full Episode - 23rd October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-03-19
2847,"Taarak Mehta Ka Ooltah Chashmah - Ep 2847 - Full Episode - 24th October, 2019","Official Sony LIV synopsis for Episode 2847: Taarak Mehta Ka Ooltah Chashmah - Ep 2847 - Full Episode - 24th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-04-20
2848,"Taarak Mehta Ka Ooltah Chashmah - Ep 2848 - Full Episode - 25th October, 2019","Official Sony LIV synopsis for Episode 2848: Taarak Mehta Ka Ooltah Chashmah - Ep 2848 - Full Episode - 25th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-05-21
2849,"Taarak Mehta Ka Ooltah Chashmah - Ep 2849 - Full Episode - 28th October, 2019","Official Sony LIV synopsis for Episode 2849: Taarak Mehta Ka Ooltah Chashmah - Ep 2849 - Full Episode - 28th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-06-22
2850,"Taarak Mehta Ka Ooltah Chashmah - Ep 2850 - Full Episode - 29th October, 2019","Official Sony LIV synopsis for Episode 2850: Taarak Mehta Ka Ooltah Chashmah - Ep 2850 - Full Episode - 29th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-07-23
2851,"Taarak Mehta Ka Ooltah Chashmah - Ep 2851 - Full Episode - 30th October, 2019","Official Sony LIV synopsis for Episode 2851: Taarak Mehta Ka Ooltah Chashmah - Ep 2851 - Full Episode - 30th October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-08-24
2852,"Taarak Mehta Ka Ooltah Chashmah - Ep 2852 - Full Episode - 31st October, 2019","Official Sony LIV synopsis for Episode 2852: Taarak Mehta Ka Ooltah Chashmah - Ep 2852 - Full Episode - 31st October, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-09-25
2853,"Taarak Mehta Ka Ooltah Chashmah - Ep 2853 - Full Episode - 1st November, 2019","Official Sony LIV synopsis for Episode 2853: Taarak Mehta Ka Ooltah Chashmah - Ep 2853 - Full Episode - 1st November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-10-26
2854,"Taarak Mehta Ka Ooltah Chashmah - Ep 2854 - Full Episode - 4th November, 2019","Official Sony LIV synopsis for Episode 2854: Taarak Mehta Ka Ooltah Chashmah - Ep 2854 - Full Episode - 4th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-11-27
2855,"Taarak Mehta Ka Ooltah Chashmah - Ep 2855 - Full Episode - 5th November, 2019","Official Sony LIV synopsis for Episode 2855: Taarak Mehta Ka Ooltah Chashmah - Ep 2855 - Full Episode - 5th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-12-28
2856,"Taarak Mehta Ka Ooltah Chashmah - Ep 2856 - Full Episode - 6th November, 2019","Official Sony LIV synopsis for Episode 2856: Taarak Mehta Ka Ooltah Chashmah - Ep 2856 - Full Episode - 6th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-01-01
2857,"Taarak Mehta Ka Ooltah Chashmah - Ep 2857 - Full Episode - 7th November, 2019","Official Sony LIV synopsis for Episode 2857: Taarak Mehta Ka Ooltah Chashmah - Ep 2857 - Full Episode - 7th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-02-02
2858,"Taarak Mehta Ka Ooltah Chashmah - Ep 2858 - Full Episode - 8th November, 2019","Official Sony LIV synopsis for Episode 2858: Taarak Mehta Ka Ooltah Chashmah - Ep 2858 - Full Episode - 8th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-03-03
2859,"Taarak Mehta Ka Ooltah Chashmah - Ep 2859 - Full Episode - 11th November, 2019","Official Sony LIV synopsis for Episode 2859: Taarak Mehta Ka Ooltah Chashmah - Ep 2859 - Full Episode - 11th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-04-04
2860,"Taarak Mehta Ka Ooltah Chashmah - Ep 2860 - Full Episode - 12th November, 2019","Official Sony LIV synopsis for Episode 2860: Taarak Mehta Ka Ooltah Chashmah - Ep 2860 - Full Episode - 12th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-05-05
2861,"Taarak Mehta Ka Ooltah Chashmah - Ep 2861 - Full Episode - 13th November, 2019","Official Sony LIV synopsis for Episode 2861: Taarak Mehta Ka Ooltah Chashmah - Ep 2861 - Full Episode - 13th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-06-06
2862,"Taarak Mehta Ka Ooltah Chashmah - Ep 2862 - Full Episode - 14th November, 2019","Official Sony LIV synopsis for Episode 2862: Taarak Mehta Ka Ooltah Chashmah - Ep 2862 - Full Episode - 14th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-07-07
2863,"Taarak Mehta Ka Ooltah Chashmah - Ep 2863 - Full Episode - 15th November, 2019","Official Sony LIV synopsis for Episode 2863: Taarak Mehta Ka Ooltah Chashmah - Ep 2863 - Full Episode - 15th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-08-08
2864,"Taarak Mehta Ka Ooltah Chashmah - Ep 2864 - Full Episode - 18th November, 2019","Official Sony LIV synopsis for Episode 2864: Taarak Mehta Ka Ooltah Chashmah - Ep 2864 - Full Episode - 18th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-09-09
2865,"Taarak Mehta Ka Ooltah Chashmah - Ep 2865 - Full Episode - 19th November, 2019","Official Sony LIV synopsis for Episode 2865: Taarak Mehta Ka Ooltah Chashmah - Ep 2865 - Full Episode - 19th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-10-10
2866,"Taarak Mehta Ka Ooltah Chashmah - Ep 2866 - Full Episode - 20th November, 2019","Official Sony LIV synopsis for Episode 2866: Taarak Mehta Ka Ooltah Chashmah - Ep 2866 - Full Episode - 20th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-11-11
2867,"Taarak Mehta Ka Ooltah Chashmah - Ep 2867 - Full Episode - 21st November, 2019","Official Sony LIV synopsis for Episode 2867: Taarak Mehta Ka Ooltah Chashmah - Ep 2867 - Full Episode - 21st November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-12-12
2868,"Taarak Mehta Ka Ooltah Chashmah - Ep 2868 - Full Episode - 22nd November, 2019","Official Sony LIV synopsis for Episode 2868: Taarak Mehta Ka Ooltah Chashmah - Ep 2868 - Full Episode - 22nd November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-01-13
2869,"Taarak Mehta Ka Ooltah Chashmah - Ep 2869 - Full Episode - 25th November, 2019","Official Sony LIV synopsis for Episode 2869: Taarak Mehta Ka Ooltah Chashmah - Ep 2869 - Full Episode - 25th November, 2019. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2017-02-14
